224227,P,2001-08-12,87012,6,33.11,3.49,,
224228,P,2000-12-19,22212,7,31.40,9.10,,
224229,P,2002-05-26,22120,6,83.00,0.17,,
224230,P,2002-08-10,62962,10,21.18,7.41,,
224231,P,2000-09-01,94792,3,29.86,0.28,,
224232,P,2000-02-02,18858,10,8.24,2.55,,
224233,P,2000-08-03,2894,1,61.34,1.20,,
224234,P,2001-07-17,97110,5,28.75,4.17,,
224235,P,2000-03-01,91508,2,47.52,8.85,,
224236,P,2002-06-12,80550,7,30.90,6.63,,
224237,P,2000-10-27,82209,8,46.08,7.08,,
224238,P,2002-03-21,20668,5,74.96,6.16,,
224239,P,2001-07-25,53830,2,63.90,4.52,,
224240,P,2002-04-21,43628,2,96.12,3.60,,
224241,P,2002-01-04,47721,9,3.97,6.74,,
224242,P,2002-09-11,83336,2,84.04,5.49,,
224243,P,2000-06-10,54394,6,75.61,1.96,,
224244,P,2001-01-09,10407,5,30.80,2.25,,
224245,P,2000-05-12,27109,10,97.20,4.27,,
224246,P,2001-08-23,59976,7,38.45,2.18,,
224247,P,2001-03-15,84141,9,17.80,9.30,,
224248,P,2002-08-09,74260,5,61.54,5.93,,
224249,P,2002-09-11,22314,1,27.93,9.19,,
224250,P,2000-09-29,75113,1,29.73,8.60,,
224251,P,2000-05-29,74154,1,98.13,3.39,,
224252,P,2001-04-30,81549,8,38.79,4.06,,
224253,P,2000-09-01,66907,2,54.60,2.42,,
224254,P,2000-07-05,6501,2,42.74,6.72,,
224255,P,2001-04-05,20434,2,9.17,1.40,,
224256,P,2000-07-22,92065,2,86.99,3.04,,
224257,P,2001-03-26,2995,1,66.18,6.62,,
224258,P,2000-07-06,37398,6,34.24,5.20,,
224259,P,2001-08-13,1013,1,10.44,3.75,,
224260,P,2001-04-30,85741,1,56.72,7.34,,
224261,P,2002-02-24,58088,8,3.37,6.80,,
224262,P,2001-03-27,53208,8,10.15,2.74,,
224263,P,2000-01-06,73308,6,80.98,6.08,,
224264,P,2001-12-08,36551,4,46.83,5.43,,
224265,P,2000-04-23,57381,6,42.23,1.61,,
224266,P,2002-09-21,50446,3,17.89,0.27,,
224267,P,2002-09-12,15427,6,56.38,3.81,,
224268,P,2002-01-09,57072,10,67.04,4.77,,
224269,P,2001-10-31,82130,8,92.87,6.23,,
224270,P,2000-01-13,43953,1,17.16,0.24,,
224271,P,2001-06-01,38338,8,39.73,2.96,,
224272,P,2002-03-31,48526,6,95.80,4.34,,
224273,P,2000-07-31,94803,4,54.78,6.91,,
224274,P,2000-12-23,68781,3,49.71,0.76,,
224275,P,2002-09-12,88207,5,31.22,7.08,,
224276,P,2001-01-09,90929,3,36.23,0.55,,
224277,P,2001-10-09,36330,2,65.97,1.97,,
224278,P,2000-06-05,31367,10,12.44,7.60,,
224279,P,2000-10-06,51474,6,76.31,6.12,,
224280,P,2000-07-02,74927,4,43.15,9.65,,
224281,P,2000-11-17,36551,8,20.56,9.69,,
224282,P,2000-03-06,13200,4,76.52,5.62,,
224283,P,2000-07-28,2502,2,52.41,5.95,,
224284,P,2000-01-27,17242,6,25.12,9.44,,
224285,P,2000-03-04,63038,10,74.72,9.40,,
224286,P,2001-09-23,5041,7,86.49,3.75,,
224287,P,2002-06-30,37432,3,48.14,3.08,,
224288,P,2000-07-26,28187,8,55.87,9.49,,
224289,P,2002-05-06,42558,9,18.69,1.01,,
224290,P,2001-01-18,5221,5,11.46,9.72,,
224291,P,2001-09-05,97312,5,45.83,3.64,,
224292,P,2002-08-29,63983,5,0.15,0.65,,
224293,P,2001-12-04,65769,5,88.87,8.36,,
224294,P,2000-09-22,95983,6,22.91,4.92,,
224295,P,2001-06-07,57992,7,1.31,9.22,,
224296,P,2002-06-25,81892,7,46.73,2.50,,
224297,P,2001-01-17,1139,6,30.07,3.09,,
224298,P,2000-04-21,9894,7,80.91,5.51,,
224299,P,2000-06-23,26060,10,76.79,2.51,,
224300,P,2001-06-04,44969,9,98.09,6.28,,
224301,P,2001-05-23,49244,5,78.37,8.37,,
224302,P,2000-01-27,46175,9,53.28,6.32,,
224303,P,2001-09-03,69397,3,83.27,0.59,,
224304,P,2000-01-16,16222,10,14.03,0.32,,
224305,P,2001-02-01,59049,1,9.49,3.61,,
224306,P,2002-08-04,59853,3,8.03,8.55,,
224307,P,2002-02-27,15297,3,24.27,5.34,,
224308,P,2001-03-25,82022,8,67.36,7.70,,
224309,P,2002-09-09,56076,5,10.96,3.85,,
224310,P,2000-07-15,25034,4,12.21,0.76,,
224311,P,2000-05-02,31620,9,67.96,5.69,,
224312,P,2000-03-20,48812,9,1.26,3.74,,
224313,P,2000-02-04,8387,8,87.45,6.57,,
224314,P,2000-07-26,9576,6,58.65,4.47,,
224315,P,2002-07-23,19967,8,7.52,4.98,,
224316,P,2000-06-29,58521,2,2.64,8.38,,
224317,P,2001-02-28,84314,4,80.61,7.85,,
224318,P,2001-01-06,91096,3,78.30,4.70,,
224319,P,2001-01-01,27916,2,41.21,3.69,,
224320,P,2000-09-04,51263,1,43.94,6.59,,
224321,P,2000-11-02,84874,1,50.27,5.78,,
224322,P,2000-11-18,50386,4,50.41,4.85,,
224323,P,2001-12-05,99728,8,43.73,0.03,,
224324,P,2002-05-26,81214,8,23.94,0.95,,
224325,P,2001-05-27,99462,5,30.42,9.46,,
224326,P,2000-01-22,96168,3,22.19,3.45,,
224327,P,2001-01-24,75891,8,53.94,9.79,,
224328,P,2000-04-05,52965,3,60.32,6.57,,
224329,P,2000-08-04,1856,1,5.03,3.71,,
224330,P,2001-07-13,82138,9,62.19,0.08,,
224331,P,2000-10-11,99517,7,85.53,3.21,,
224332,P,2001-01-31,69843,8,17.65,9.25,,
224333,P,2000-10-08,65596,9,23.67,8.44,,
224334,P,2000-12-21,66541,3,45.28,0.18,,
224335,P,2000-02-19,59253,10,10.03,9.80,,
224336,P,2000-10-15,31711,9,49.83,8.46,,
224337,P,2001-10-05,90530,7,61.49,2.64,,
224338,P,2000-12-24,13089,4,44.11,1.53,,
224339,P,2002-01-06,89637,10,31.66,9.68,,
224340,P,2002-09-20,54277,4,46.33,1.65,,
224341,P,2002-09-08,61364,1,12.12,0.76,,
224342,P,2000-05-10,60688,8,47.68,4.80,,
224343,P,2001-07-07,71711,4,94.43,7.08,,
224344,P,2000-04-27,86914,1,56.83,7.20,,
224345,P,2001-11-05,37197,9,12.66,0.67,,
224346,P,2000-06-12,30840,2,25.85,7.60,,
224347,P,2000-05-12,6344,2,91.89,3.38,,
224348,P,2001-05-22,20681,1,96.73,8.18,,
224349,P,2000-01-06,40003,6,91.22,1.00,,
224350,P,2001-02-19,96148,9,66.68,0.34,,
224351,P,2000-10-10,86609,2,72.11,2.04,,
224352,P,2001-07-27,91621,8,98.99,4.43,,
224353,P,2002-08-19,39515,9,74.21,7.55,,
224354,P,2002-02-26,98202,6,17.24,8.26,,
224355,P,2002-09-18,65558,4,92.36,7.68,,
224356,P,2002-01-15,51994,4,68.60,1.73,,
224357,P,2000-05-03,77222,5,47.06,1.57,,
224358,P,2001-01-19,14001,9,27.75,9.91,,
224359,P,2002-08-30,46726,2,91.44,5.72,,
224360,P,2001-12-07,471,3,17.21,8.17,,
224361,P,2000-12-26,16589,7,68.83,8.97,,
224362,P,2001-12-21,45607,1,2.76,4.68,,
224363,P,2002-02-25,38754,7,24.84,5.63,,
224364,P,2002-02-04,33012,6,38.56,6.65,,
224365,P,2002-08-28,6399,6,32.25,4.76,,
224366,P,2002-01-25,14813,4,59.40,2.27,,
224367,P,2000-05-29,21025,9,21.79,8.13,,
224368,P,2002-07-24,39004,10,5.47,4.00,,
224369,P,2000-11-21,63450,8,82.68,2.24,,
224370,P,2002-07-06,61076,10,63.95,7.61,,
224371,P,2000-09-22,18936,1,44.65,0.89,,
224372,P,2001-01-02,32600,2,91.06,3.60,,
224373,P,2002-09-13,62135,6,42.43,9.52,,
224374,P,2002-01-27,9973,1,79.30,0.34,,
224375,P,2000-07-03,91380,6,72.43,5.10,,
224376,P,2000-09-27,45601,2,4.29,1.09,,
224377,P,2000-01-02,28664,2,82.23,4.20,,
224378,P,2001-08-25,6922,2,83.88,1.06,,
224379,P,2000-05-05,37476,5,65.55,1.96,,
224380,P,2000-11-21,98291,8,23.22,2.69,,
224381,P,2002-01-23,26896,6,49.85,7.64,,
224382,P,2002-07-22,53776,5,36.77,7.70,,
224383,P,2000-07-17,6205,8,22.52,5.26,,
224384,P,2001-05-14,73032,7,95.25,9.56,,
224385,P,2001-08-13,81899,5,45.93,1.27,,
224386,P,2001-07-12,71783,3,34.32,9.44,,
224387,P,2001-11-25,4225,9,62.27,2.32,,
224388,P,2002-02-07,24769,9,31.05,8.61,,
224389,P,2001-05-25,82219,2,19.49,4.82,,
224390,P,2000-10-07,29926,10,2.40,4.70,,
224391,P,2002-09-20,71386,5,72.56,2.90,,
224392,P,2001-09-16,570,7,4.49,7.75,,
224393,P,2001-03-21,97440,1,74.21,0.96,,
224394,P,2001-02-27,94229,4,46.47,0.99,,
224395,P,2001-11-13,78591,3,36.48,5.78,,
224396,P,2000-08-27,31909,9,60.35,6.55,,
224397,P,2001-04-25,32628,2,3.68,5.50,,
224398,P,2001-01-08,36753,3,6.91,2.39,,
224399,P,2001-05-20,7776,2,31.22,5.41,,
224400,P,2002-09-08,13402,3,33.67,9.21,,
224401,P,2001-05-16,42571,1,74.90,2.83,,
224402,P,2000-04-15,38354,1,59.19,1.55,,
224403,P,2000-11-22,64376,10,12.33,0.81,,
224404,P,2001-06-27,70198,6,72.91,1.58,,
224405,P,2001-05-24,84074,10,31.62,8.36,,
224406,P,2000-05-10,71239,5,8.17,4.42,,
224407,P,2002-02-02,74266,9,24.73,1.38,,
224408,P,2001-03-09,22534,5,84.72,1.02,,
224409,P,2001-08-02,85574,8,41.34,9.87,,
224410,P,2001-06-30,66193,7,72.58,6.15,,
224411,P,2001-06-22,96811,7,59.26,5.61,,
224412,P,2002-02-18,92268,6,67.74,2.25,,
224413,P,2000-07-27,28201,1,68.75,3.32,,
224414,P,2000-11-28,61292,4,47.07,7.22,,
224415,P,2000-06-18,83235,9,45.58,4.28,,
224416,P,2002-02-13,47022,6,77.12,1.55,,
224417,P,2000-06-05,30029,10,36.11,6.48,,
224418,P,2001-11-08,44109,1,91.63,7.16,,
224419,P,2000-05-04,57137,7,38.41,0.93,,
224420,P,2000-11-23,84630,5,96.90,2.04,,
224421,P,2001-02-06,70139,9,78.78,1.73,,
224422,P,2002-06-21,59301,5,76.15,1.22,,
224423,P,2002-08-01,36570,8,28.60,1.50,,
224424,P,2001-01-27,99998,10,43.63,9.65,,
224425,P,2001-08-05,2044,2,1.84,2.13,,
224426,P,2001-08-26,20449,10,72.91,8.92,,
224427,P,2000-10-14,77374,1,77.46,7.74,,
224428,P,2001-12-20,69574,4,40.18,4.73,,
224429,P,2000-11-17,92618,3,26.13,6.15,,
224430,P,2002-05-23,45897,6,94.56,2.68,,
224431,P,2000-03-05,70473,6,36.72,8.26,,
224432,P,2000-04-21,72209,3,30.20,6.30,,
224433,P,2000-06-21,93941,4,56.46,0.09,,
224434,P,2001-06-09,18191,4,0.84,5.66,,
224435,P,2000-08-26,48632,3,11.43,6.35,,
224436,P,2002-08-28,67671,7,15.21,9.47,,
224437,P,2000-12-26,44422,7,16.54,7.56,,
224438,P,2000-11-28,26471,2,46.24,8.82,,
224439,P,2001-09-27,24085,1,88.19,6.11,,
224440,P,2000-10-11,47424,9,33.66,2.99,,
224441,P,2000-12-19,69073,3,0.86,5.47,,
224442,P,2000-08-28,55011,6,2.63,9.47,,
224443,P,2000-10-24,55250,2,17.67,2.34,,
224444,P,2001-01-07,88632,7,83.10,7.46,,
224445,P,2000-02-24,4438,2,96.02,0.10,,
224446,P,2002-04-15,46744,4,8.07,5.73,,
224447,P,2002-06-18,5495,9,84.13,7.15,,
224448,P,2002-07-11,27956,4,92.56,9.52,,
224449,P,2001-03-18,84542,8,31.30,7.51,,
224450,P,2000-01-19,16335,1,47.56,9.56,,
224451,P,2002-08-25,57018,10,60.74,1.47,,
224452,P,2000-05-20,3314,5,45.24,2.24,,
224453,P,2002-07-27,83434,10,87.72,0.62,,
224454,P,2002-01-07,25651,2,29.27,4.69,,
224455,P,2002-06-02,27779,8,8.44,7.19,,
224456,P,2001-06-21,61993,9,42.63,2.37,,
224457,P,2000-07-07,76615,7,60.32,2.83,,
224458,P,2000-12-16,13939,2,30.32,6.91,,
224459,P,2001-06-04,4364,8,65.16,9.68,,
224460,P,2002-02-16,5063,5,52.44,5.85,,
224461,P,2000-03-11,41485,3,82.57,6.83,,
224462,P,2001-07-27,79378,4,78.54,6.11,,
224463,P,2000-01-16,93151,8,55.00,7.59,,
224464,P,2000-01-25,45802,10,97.41,8.90,,
224465,P,2000-03-06,22817,8,68.71,4.21,,
224466,P,2002-04-12,11169,2,59.46,9.24,,
224467,P,2002-07-04,29135,1,42.59,8.79,,
224468,P,2000-06-21,90574,7,44.95,1.58,,
224469,P,2000-02-12,80407,7,39.24,2.94,,
224470,P,2001-11-17,87296,3,81.52,3.03,,
224471,P,2001-07-19,61018,10,14.78,5.87,,
224472,P,2001-11-08,28461,2,68.94,9.01,,
224473,P,2002-09-12,48942,2,31.14,7.80,,
224474,P,2001-02-04,754,1,45.46,9.90,,
224475,P,2000-03-02,84360,8,47.25,2.14,,
224476,P,2002-01-20,69126,3,20.85,6.54,,
224477,P,2001-05-10,67888,1,77.51,3.81,,
224478,P,2002-02-05,97216,1,38.80,6.21,,
224479,P,2001-07-24,44165,3,31.39,1.51,,
224480,P,2000-12-21,13393,1,78.05,5.47,,
224481,P,2001-06-16,10718,4,68.81,4.20,,
224482,P,2000-08-27,3377,1,46.56,9.61,,
224483,P,2002-09-11,17137,8,92.35,7.24,,
224484,P,2001-03-07,54152,3,26.38,4.16,,
224485,P,2001-11-15,2237,9,94.67,5.24,,
224486,P,2001-09-30,10849,4,87.65,9.74,,
224487,P,2002-01-06,81194,7,48.01,4.46,,
224488,P,2000-04-19,15733,2,18.72,7.75,,
224489,P,2000-04-11,75739,7,94.20,9.51,,
224490,P,2001-01-18,96450,4,10.91,2.76,,
224491,P,2002-07-12,64071,5,26.43,4.96,,
224492,P,2002-03-22,5967,10,80.33,8.23,,
224493,P,2001-08-29,96390,4,20.00,5.02,,
224494,P,2001-03-16,31900,7,0.74,4.50,,
224495,P,2001-09-13,88805,4,82.42,3.25,,
224496,P,2002-09-03,56759,1,27.41,7.69,,
224497,P,2002-08-01,70047,7,40.70,2.14,,
224498,P,2002-04-26,33247,4,49.50,9.85,,
224499,P,2002-07-17,66281,10,75.61,3.42,,
224500,P,2001-05-05,18402,1,8.92,7.01,,
224501,P,2000-12-08,69444,2,90.45,0.26,,
224502,P,2000-02-27,80171,3,41.69,2.94,,
224503,P,2001-11-26,29450,1,42.15,5.50,,
224504,P,2000-04-21,58035,6,91.24,7.41,,
224505,P,2002-06-29,75255,3,66.15,0.54,,
224506,P,2001-10-01,90376,1,48.20,0.19,,
224507,P,2001-09-20,29643,9,73.79,0.91,,
224508,P,2000-10-31,26023,4,40.85,0.96,,
224509,P,2000-06-09,73795,6,68.34,5.90,,
224510,P,2002-04-27,37426,3,12.93,1.61,,
224511,P,2001-12-30,37088,8,63.19,1.51,,
224512,P,2000-06-17,82167,2,3.66,7.85,,
224513,P,2001-05-30,46254,10,65.04,8.62,,
224514,P,2002-09-24,25177,1,82.39,1.00,,
224515,P,2001-01-21,94777,1,32.02,8.34,,
224516,P,2002-01-17,2483,1,48.34,7.86,,
224517,P,2002-02-12,20848,7,49.30,1.61,,
224518,P,2002-06-21,9806,2,86.97,7.49,,
224519,P,2001-01-03,33166,5,80.42,2.07,,
224520,P,2001-02-18,7114,7,43.56,2.75,,
224521,P,2001-08-02,64419,6,50.29,5.96,,
224522,P,2001-05-08,65090,3,18.44,1.56,,
224523,P,2000-07-12,1323,3,97.49,8.68,,
224524,P,2002-01-25,82106,6,80.56,2.07,,
224525,P,2002-02-17,88457,4,73.32,4.02,,
224526,P,2002-06-30,11030,2,82.12,1.11,,
224527,P,2000-10-27,19718,9,46.02,3.94,,
224528,P,2001-02-05,93417,4,59.91,5.61,,
224529,P,2001-09-27,64207,6,51.12,5.17,,
224530,P,2000-11-25,27529,2,80.93,4.36,,
224531,P,2002-04-19,6289,4,91.52,7.87,,
224532,P,2000-09-15,12873,5,43.88,6.45,,
224533,P,2000-01-06,39939,1,64.63,1.11,,
224534,P,2002-06-20,18006,9,99.96,4.94,,
224535,P,2001-12-13,61619,9,77.49,5.54,,
224536,P,2001-05-11,67729,6,73.79,8.18,,
224537,P,2001-06-07,72425,10,46.18,2.41,,
224538,P,2001-06-11,67341,6,66.57,1.83,,
224539,P,2001-10-26,4687,8,98.58,3.57,,
224540,P,2001-05-02,83706,3,22.35,4.34,,
224541,P,2001-09-11,99128,8,47.64,8.22,,
224542,P,2000-10-14,3321,8,30.42,4.25,,
224543,P,2000-09-16,78602,7,7.78,5.56,,
224544,P,2001-07-26,53635,3,95.47,7.36,,
224545,P,2000-10-05,56303,9,96.96,2.91,,
224546,P,2000-06-18,41765,2,73.78,5.54,,
224547,P,2001-12-10,33745,7,64.55,8.09,,
224548,P,2000-02-25,32161,5,43.00,5.00,,
224549,P,2000-08-09,59823,9,70.22,8.20,,
224550,P,2001-11-10,39047,10,1.83,1.49,,
224551,P,2000-11-12,87049,4,32.91,8.82,,
224552,P,2000-01-10,85524,2,67.90,2.05,,
224553,P,2000-04-24,16726,8,46.42,9.14,,
224554,P,2000-03-02,69745,2,39.43,3.69,,
224555,P,2000-03-07,93178,7,33.62,7.08,,
224556,P,2001-01-23,60484,8,86.79,5.56,,
224557,P,2001-12-29,74505,10,68.54,8.72,,
224558,P,2002-09-11,96638,1,33.97,0.04,,
224559,P,2001-11-05,7837,3,59.36,1.64,,
224560,P,2002-04-21,38006,7,82.60,8.93,,
224561,P,2000-04-23,60028,10,36.40,4.43,,
224562,P,2002-07-20,36000,5,61.25,2.64,,
224563,P,2000-10-11,60988,6,11.58,8.93,,
224564,P,2001-04-21,37425,1,25.29,1.07,,
224565,P,2001-06-27,69103,6,25.06,0.47,,
224566,P,2000-07-19,41834,8,71.09,4.18,,
224567,P,2000-12-02,45986,7,16.82,9.01,,
224568,P,2002-08-17,82255,8,26.60,4.22,,
224569,P,2000-09-29,6536,1,53.39,9.70,,
224570,P,2000-03-08,41423,10,78.20,5.20,,
224571,P,2000-08-07,8343,4,8.15,8.34,,
224572,P,2002-06-06,96999,7,82.25,4.41,,
224573,P,2000-06-09,43626,5,72.19,1.27,,
224574,P,2000-08-30,49457,6,78.10,6.51,,
224575,P,2000-03-31,4792,8,13.93,2.39,,
224576,P,2001-03-16,35404,7,26.27,3.38,,
224577,P,2001-12-12,56617,3,80.36,5.63,,
224578,P,2000-07-20,34097,9,90.15,7.54,,
224579,P,2000-04-13,63647,8,62.02,2.57,,
224580,P,2002-02-10,16560,7,39.83,7.99,,
224581,P,2000-09-03,35563,4,59.95,1.82,,
224582,P,2001-08-05,26691,4,29.59,1.44,,
224583,P,2000-09-30,24122,7,61.12,1.21,,
224584,P,2000-09-26,84780,7,28.38,5.24,,
224585,P,2000-01-25,35645,2,93.02,2.11,,
224586,P,2001-11-05,83536,7,35.24,0.05,,
224587,P,2000-11-02,97938,10,13.52,6.80,,
224588,P,2002-05-03,38527,2,9.35,3.30,,
224589,P,2000-05-17,87633,9,48.80,5.76,,
224590,P,2000-12-26,48046,9,87.72,2.08,,
224591,P,2000-08-30,68492,3,4.31,0.44,,
224592,P,2002-03-20,14816,9,58.05,3.63,,
224593,P,2002-08-23,30457,9,47.25,9.05,,
224594,P,2001-01-15,65878,8,69.39,9.92,,
224595,P,2002-09-12,99154,3,81.73,7.72,,
224596,P,2001-09-01,62976,4,83.82,0.49,,
224597,P,2002-07-24,88086,8,84.89,5.57,,
224598,P,2000-07-24,85932,7,56.58,7.89,,
224599,P,2002-08-20,66020,4,38.19,7.20,,
224600,P,2000-03-21,55363,2,43.79,4.32,,
224601,P,2001-05-26,60709,8,79.26,9.88,,
224602,P,2002-04-10,14246,7,84.31,8.82,,
224603,P,2002-02-17,69796,9,32.46,5.09,,
224604,P,2000-05-26,11960,5,74.69,6.09,,
224605,P,2000-06-15,15631,5,38.68,7.29,,
224606,P,2000-01-19,19284,2,69.04,4.77,,
224607,P,2001-01-23,31598,2,65.00,7.66,,
224608,P,2001-09-17,60513,6,28.13,4.95,,
224609,P,2000-09-07,39661,7,23.88,3.68,,
224610,P,2001-09-11,97532,7,11.48,2.55,,
224611,P,2002-08-17,82772,3,91.59,0.78,,
224612,P,2002-09-10,71097,4,13.52,9.07,,
224613,P,2000-08-21,62846,4,9.00,4.31,,
224614,P,2001-08-09,28071,7,9.21,0.72,,
224615,P,2000-06-20,17664,7,59.91,4.60,,
224616,P,2000-10-14,64746,5,98.68,5.01,,
224617,P,2000-07-11,42116,6,51.36,5.39,,
224618,P,2000-05-20,88398,4,24.10,4.96,,
224619,P,2000-05-09,27404,10,92.72,5.78,,
224620,P,2002-01-16,27602,4,77.83,7.68,,
224621,P,2002-09-11,2483,5,63.36,4.74,,
224622,P,2000-03-04,73945,8,82.41,1.91,,
224623,P,2001-10-18,20160,1,12.62,5.73,,
224624,P,2000-12-17,95259,2,0.48,1.69,,
224625,P,2000-11-17,92327,5,34.71,4.20,,
224626,P,2002-05-14,86646,6,53.11,2.52,,
224627,P,2000-01-25,11669,1,12.95,3.83,,
224628,P,2002-06-06,97328,8,82.54,7.24,,
224629,P,2002-01-01,63630,9,74.16,9.48,,
224630,P,2002-07-07,12065,6,84.22,0.12,,
224631,P,2001-07-06,67956,9,5.93,7.53,,
224632,P,2001-05-28,93637,5,49.57,1.39,,
224633,P,2002-03-25,6416,7,95.93,5.60,,
224634,P,2000-08-09,45468,9,64.26,7.16,,
224635,P,2001-02-05,44083,10,88.22,1.63,,
224636,P,2001-10-12,74363,10,44.13,7.91,,
224637,P,2001-10-16,692,3,14.24,7.07,,
224638,P,2000-09-05,15529,8,38.49,9.58,,
224639,P,2002-09-24,85867,1,60.32,7.44,,
224640,P,2001-03-14,30827,8,68.05,2.11,,
224641,P,2000-12-03,44160,8,89.12,0.35,,
224642,P,2000-08-04,45530,2,84.01,7.81,,
224643,P,2000-10-10,69607,1,37.19,4.14,,
224644,P,2002-08-30,6292,7,56.75,5.93,,
224645,P,2001-11-04,41638,7,33.98,9.82,,
224646,P,2001-01-28,28350,6,26.78,7.66,,
224647,P,2000-10-19,34810,2,89.02,9.76,,
224648,P,2000-05-12,80613,3,95.50,0.50,,
224649,P,2002-02-06,38655,7,77.03,0.26,,
224650,P,2001-08-06,75641,3,6.65,1.23,,
224651,P,2000-07-02,48099,3,45.36,2.17,,
224652,P,2000-05-05,78872,9,87.87,3.18,,
224653,P,2002-03-02,30397,2,99.92,0.61,,
224654,P,2000-05-07,41835,1,26.96,4.86,,
224655,P,2001-05-04,54824,1,25.93,3.82,,
224656,P,2001-06-17,32873,10,62.82,3.16,,
224657,P,2002-07-21,7545,3,56.24,1.38,,
224658,P,2000-01-13,54142,3,51.11,0.12,,
224659,P,2001-02-10,65608,9,30.66,8.08,,
224660,P,2001-08-25,78023,5,59.62,7.07,,
224661,P,2000-01-27,20054,4,87.83,5.77,,
224662,P,2002-03-16,96951,3,15.12,0.25,,
224663,P,2001-04-30,95492,2,67.17,3.56,,
224664,P,2001-11-11,91953,10,67.93,9.47,,
224665,P,2001-02-05,96629,2,47.58,8.35,,
224666,P,2002-01-15,92151,1,12.23,4.64,,
224667,P,2001-07-01,94119,1,93.52,8.08,,
224668,P,2002-08-24,88241,2,2.49,4.88,,
224669,P,2002-05-28,30317,10,97.95,0.57,,
224670,P,2001-10-11,2592,7,69.87,1.15,,
224671,P,2000-05-31,50195,7,43.18,9.57,,
224672,P,2002-03-25,82273,3,48.54,7.95,,
224673,P,2002-05-04,43017,4,39.69,7.65,,
224674,P,2002-04-27,50713,2,16.83,2.51,,
224675,P,2002-05-22,21615,4,0.14,5.82,,
224676,P,2001-09-20,49337,10,70.62,6.82,,
224677,P,2000-11-07,41340,8,31.01,9.13,,
224678,P,2001-06-23,8086,7,43.42,2.13,,
224679,P,2001-12-15,77026,1,27.34,7.12,,
224680,P,2002-06-02,77897,7,2.68,9.66,,
