129456,P,2002-07-27,37095,1,68.24,8.00,,
129457,P,2002-05-27,77639,2,58.78,5.93,,
129458,P,2001-11-24,63130,1,47.81,9.65,,
129459,P,2000-10-21,89634,7,96.68,2.71,,
129460,P,2001-12-10,76788,2,81.24,9.75,,
129461,P,2000-02-26,38993,10,28.98,0.21,,
129462,P,2001-07-18,69570,9,49.16,6.37,,
129463,P,2002-03-25,65724,4,16.78,4.56,,
129464,P,2000-07-06,97220,8,19.97,3.33,,
129465,P,2000-11-07,23791,1,6.48,0.71,,
129466,P,2000-02-03,76641,9,46.94,6.30,,
129467,P,2000-08-20,61671,7,16.64,2.54,,
129468,P,2002-02-10,54330,9,80.55,9.67,,
129469,P,2000-02-29,58403,3,62.77,6.29,,
129470,P,2001-11-22,95868,7,13.48,4.47,,
129471,P,2001-02-17,10481,8,37.44,1.23,,
129472,P,2002-09-23,27187,1,38.43,5.46,,
129473,P,2001-05-05,54612,4,12.16,6.18,,
129474,P,2002-07-11,1553,2,10.91,3.26,,
129475,P,2001-02-12,40945,5,9.81,4.03,,
129476,P,2001-12-18,10056,1,44.89,7.97,,
129477,P,2002-06-11,83327,2,57.68,4.26,,
129478,P,2001-08-11,93818,9,29.28,3.08,,
129479,P,2001-10-14,31581,9,82.22,8.21,,
129480,P,2000-04-07,7635,3,30.24,1.75,,
129481,P,2000-10-19,83976,3,93.99,2.27,,
129482,P,2002-08-07,11599,9,58.16,8.67,,
129483,P,2000-12-30,36272,9,96.47,7.71,,
129484,P,2001-07-27,9608,3,50.83,4.43,,
129485,P,2001-09-07,31423,2,35.56,1.64,,
129486,P,2001-07-14,61738,1,53.09,7.64,,
129487,P,2001-02-28,56749,5,90.89,1.93,,
129488,P,2000-03-18,83048,4,99.39,3.04,,
129489,P,2000-07-06,13544,1,78.31,1.45,,
129490,P,2002-07-30,78568,1,40.27,4.87,,
129491,P,2000-11-25,33678,6,97.44,6.14,,
129492,P,2002-03-18,55318,10,98.07,6.30,,
129493,P,2001-06-11,73995,2,78.13,4.39,,
129494,P,2002-08-31,53820,7,51.89,0.43,,
129495,P,2002-07-06,34985,9,18.67,9.59,,
129496,P,2000-10-12,27823,7,30.66,1.88,,
129497,P,2001-02-23,9864,2,80.42,7.49,,
129498,P,2002-06-12,36642,8,24.92,3.22,,
129499,P,2002-01-15,52678,4,61.63,3.08,,
129500,P,2001-06-28,44145,8,42.85,3.60,,
129501,P,2000-12-18,84787,3,53.67,9.10,,
129502,P,2002-01-30,12318,4,91.76,7.86,,
129503,P,2001-05-12,80279,9,46.08,9.15,,
129504,P,2000-03-18,95071,4,45.63,2.25,,
129505,P,2000-09-02,14148,9,32.66,2.00,,
129506,P,2001-01-15,20191,7,49.49,2.61,,
129507,P,2001-07-19,81560,8,98.54,3.65,,
129508,P,2002-07-04,7930,8,97.96,9.27,,
129509,P,2000-09-14,93039,6,82.90,4.93,,
129510,P,2000-07-11,57213,6,78.12,8.20,,
129511,P,2002-09-03,50194,9,90.46,9.16,,
129512,P,2000-08-29,3544,5,87.46,8.87,,
129513,P,2001-05-02,33482,2,6.75,9.48,,
129514,P,2002-02-23,65168,1,17.14,2.61,,
129515,P,2001-11-26,9197,2,96.22,3.57,,
129516,P,2000-03-09,47011,8,21.39,5.22,,
129517,P,2000-12-18,53768,9,40.98,4.61,,
129518,P,2002-02-27,76739,8,87.01,5.02,,
129519,P,2002-03-29,15594,8,37.71,8.43,,
129520,P,2000-10-21,91124,5,98.81,4.52,,
129521,P,2002-08-26,93620,9,83.19,6.95,,
129522,P,2000-11-15,31312,5,39.86,6.59,,
129523,P,2001-12-26,21038,6,44.22,7.81,,
129524,P,2000-08-31,86869,9,68.30,2.66,,
129525,P,2001-08-16,99294,2,72.14,7.14,,
129526,P,2001-09-28,26651,1,96.85,9.41,,
129527,P,2000-01-07,13402,8,75.25,8.42,,
129528,P,2002-06-30,34972,3,36.99,0.05,,
129529,P,2001-08-07,67822,10,48.28,6.67,,
129530,P,2000-03-30,40415,10,4.97,1.30,,
129531,P,2001-02-15,50467,1,85.62,2.04,,
129532,P,2001-07-24,39443,2,12.51,3.43,,
129533,P,2001-10-13,71493,10,39.12,6.05,,
129534,P,2000-04-12,8882,9,52.75,0.41,,
129535,P,2000-03-08,22571,2,47.17,6.36,,
129536,P,2002-07-30,25421,3,18.40,7.91,,
129537,P,2001-04-17,58061,1,28.06,1.63,,
129538,P,2001-11-09,18034,9,91.57,1.68,,
129539,P,2001-05-28,73543,2,98.08,6.19,,
129540,P,2001-10-04,41134,2,20.49,0.54,,
129541,P,2002-06-29,60853,1,47.44,7.54,,
129542,P,2001-03-27,5460,5,89.57,8.08,,
129543,P,2000-06-25,42507,2,56.56,1.72,,
129544,P,2001-08-11,42073,5,99.52,8.66,,
129545,P,2002-03-31,90710,5,79.02,7.35,,
129546,P,2000-10-13,56640,4,18.21,5.18,,
129547,P,2000-12-01,6835,4,64.01,4.29,,
129548,P,2002-04-15,4860,3,78.90,5.79,,
129549,P,2000-10-28,29296,2,78.48,8.72,,
129550,P,2001-11-18,9227,6,29.93,4.10,,
129551,P,2001-06-24,98132,1,86.14,2.50,,
129552,P,2002-04-15,21384,9,61.22,2.69,,
129553,P,2001-10-30,64824,8,35.09,8.54,,
129554,P,2001-12-28,95542,3,45.56,7.80,,
129555,P,2000-02-20,94237,5,1.28,0.87,,
129556,P,2000-08-21,93233,9,60.19,5.28,,
129557,P,2001-01-16,27476,6,41.17,0.69,,
129558,P,2002-05-27,31790,3,41.47,2.80,,
129559,P,2000-06-26,26921,8,48.53,5.95,,
129560,P,2001-10-21,38707,4,64.10,9.38,,
129561,P,2002-03-21,84302,2,71.07,9.04,,
129562,P,2000-06-26,1180,10,11.61,3.41,,
129563,P,2000-08-09,63368,1,64.07,4.83,,
129564,P,2000-10-06,84186,10,85.61,6.68,,
129565,P,2001-01-04,54206,9,59.71,2.89,,
129566,P,2002-06-11,60356,1,70.78,7.89,,
129567,P,2002-09-11,82124,6,16.47,9.09,,
129568,P,2001-09-06,6241,6,84.75,4.13,,
129569,P,2001-02-25,37045,10,11.64,7.85,,
129570,P,2001-03-23,10326,8,2.45,7.86,,
129571,P,2001-09-21,88610,8,78.56,9.41,,
129572,P,2001-05-31,25473,7,62.17,4.97,,
129573,P,2002-08-29,44339,8,63.01,1.92,,
129574,P,2002-05-17,20297,3,40.25,2.25,,
129575,P,2002-02-10,6345,7,65.91,6.53,,
129576,P,2000-04-23,58595,8,28.83,5.17,,
129577,P,2002-07-13,94047,1,72.19,9.48,,
129578,P,2002-06-25,23381,10,97.96,1.77,,
129579,P,2000-05-05,78041,3,57.38,2.26,,
129580,P,2000-04-01,76108,8,62.75,8.08,,
129581,P,2001-04-16,11000,7,61.77,3.59,,
129582,P,2001-11-02,23076,1,32.48,0.95,,
129583,P,2001-09-10,80925,1,83.79,4.96,,
129584,P,2001-10-27,50474,7,62.61,4.36,,
129585,P,2001-10-19,32776,1,30.37,3.45,,
129586,P,2000-02-09,99775,8,0.41,2.58,,
129587,P,2000-05-11,88683,1,54.47,8.06,,
129588,P,2000-02-27,17756,10,90.51,1.32,,
129589,P,2000-03-30,54829,7,31.55,1.34,,
129590,P,2000-03-02,34550,1,57.81,5.30,,
129591,P,2000-02-20,14095,7,6.73,6.17,,
129592,P,2001-06-09,81153,10,7.41,1.87,,
129593,P,2002-04-30,62899,1,79.61,6.46,,
129594,P,2000-07-26,22382,5,92.15,5.76,,
129595,P,2001-07-18,24712,1,22.65,5.91,,
129596,P,2000-12-24,31868,7,8.18,3.12,,
129597,P,2001-11-29,17167,10,14.50,6.08,,
129598,P,2001-03-22,61903,9,95.71,4.43,,
129599,P,2001-12-12,58532,4,67.27,0.82,,
129600,P,2000-01-04,37583,7,88.86,5.35,,
129601,P,2000-02-09,64631,6,39.36,8.90,,
129602,P,2001-09-30,87786,3,50.63,5.74,,
129603,P,2001-07-29,69630,6,17.44,7.71,,
129604,P,2001-02-21,97139,5,91.82,9.86,,
129605,P,2000-02-18,52954,4,11.60,9.44,,
129606,P,2000-05-11,59453,1,95.79,0.86,,
129607,P,2002-04-27,39495,4,19.38,2.83,,
129608,P,2001-04-09,52630,10,38.90,8.61,,
129609,P,2002-06-19,57676,8,18.36,5.17,,
129610,P,2000-10-17,5940,2,30.97,3.67,,
129611,P,2002-03-24,50729,1,16.53,3.48,,
129612,P,2001-03-12,11736,8,88.90,0.78,,
129613,P,2002-07-25,28775,4,51.18,2.55,,
129614,P,2002-03-13,60666,3,63.54,6.00,,
129615,P,2002-02-25,72296,10,45.82,5.46,,
129616,P,2001-07-23,81761,8,98.17,7.43,,
129617,P,2001-06-01,61016,2,0.95,3.24,,
129618,P,2000-05-03,99555,5,82.42,2.40,,
129619,P,2000-10-08,57061,9,36.17,1.21,,
129620,P,2001-03-20,87821,8,38.51,0.52,,
129621,P,2001-02-03,33517,5,28.72,5.58,,
129622,P,2002-02-22,81484,6,17.05,2.85,,
129623,P,2002-01-20,91401,5,4.19,4.45,,
129624,P,2000-03-01,90966,5,90.79,0.42,,
129625,P,2000-09-07,70496,10,3.09,5.07,,
129626,P,2002-07-18,92286,6,20.49,0.11,,
129627,P,2002-02-09,74335,9,80.54,1.62,,
129628,P,2002-06-21,80472,2,25.42,5.97,,
129629,P,2002-03-10,53586,2,98.72,9.80,,
129630,P,2000-12-30,1186,1,70.97,0.46,,
129631,P,2001-11-19,83413,4,33.68,2.29,,
129632,P,2000-10-01,79985,1,25.46,2.13,,
129633,P,2000-11-22,56316,3,55.59,6.01,,
129634,P,2000-04-23,68050,4,33.59,7.19,,
129635,P,2001-06-18,70364,9,60.29,1.64,,
129636,P,2002-06-01,69655,4,39.00,5.20,,
129637,P,2000-02-03,72150,3,87.38,6.95,,
129638,P,2001-07-09,98127,3,97.11,3.27,,
129639,P,2002-02-01,17202,3,1.62,5.67,,
129640,P,2001-11-04,84004,7,67.91,8.56,,
129641,P,2001-10-27,13015,5,48.43,8.62,,
129642,P,2000-04-08,88664,10,78.14,9.71,,
129643,P,2001-06-16,33974,3,65.14,5.56,,
129644,P,2002-04-03,56618,9,65.95,6.66,,
129645,P,2001-05-06,6602,5,78.46,4.39,,
129646,P,2000-01-26,12552,8,53.70,2.02,,
129647,P,2000-02-07,34892,6,31.40,6.61,,
129648,P,2001-07-14,37132,5,84.33,7.61,,
129649,P,2001-07-12,1060,6,69.53,8.48,,
129650,P,2001-03-02,76424,1,76.05,3.78,,
129651,P,2000-02-13,2009,5,76.79,7.53,,
129652,P,2000-01-24,32925,7,92.56,5.80,,
129653,P,2001-02-11,8621,9,93.89,6.46,,
129654,P,2000-07-14,45838,2,88.93,4.93,,
129655,P,2000-06-05,35089,2,58.80,3.38,,
129656,P,2000-12-30,64460,4,56.61,0.91,,
129657,P,2001-10-17,65628,5,14.55,1.90,,
129658,P,2001-10-22,18375,3,49.57,3.85,,
129659,P,2000-07-10,18762,9,20.99,2.86,,
129660,P,2000-12-11,13210,5,13.56,0.28,,
129661,P,2000-07-04,80904,1,19.51,0.26,,
129662,P,2001-10-31,81092,8,20.53,1.39,,
129663,P,2000-02-13,91565,1,89.13,5.51,,
129664,P,2001-07-26,66057,10,24.33,1.01,,
129665,P,2001-06-05,15995,5,99.02,3.47,,
129666,P,2000-06-20,9621,10,34.97,9.58,,
129667,P,2001-10-03,32358,3,28.37,4.21,,
129668,P,2001-07-27,64734,3,94.33,0.69,,
129669,P,2002-08-15,30916,1,17.81,6.40,,
129670,P,2002-08-29,51519,2,56.85,3.56,,
129671,P,2001-03-21,61035,6,25.52,7.12,,
129672,P,2002-09-08,70248,6,63.83,9.75,,
129673,P,2000-06-13,13062,3,43.56,4.91,,
129674,P,2001-08-12,16901,2,55.31,8.45,,
129675,P,2000-09-19,50604,5,44.61,4.99,,
129676,P,2000-07-08,82667,10,85.46,9.77,,
129677,P,2002-06-12,76776,9,27.82,0.35,,
129678,P,2001-01-04,16108,7,11.05,1.24,,
129679,P,2002-05-28,1355,1,52.89,6.34,,
129680,P,2000-12-15,32757,1,92.75,3.06,,
129681,P,2002-05-20,47747,3,61.13,9.77,,
129682,P,2000-07-03,54660,8,66.65,7.93,,
129683,P,2000-10-29,24631,7,34.67,6.57,,
129684,P,2000-08-12,90710,1,49.94,6.27,,
129685,P,2002-07-30,98528,7,79.69,8.28,,
129686,P,2001-08-13,53020,3,83.25,8.39,,
129687,P,2002-07-21,38997,2,47.39,7.11,,
129688,P,2002-02-01,42971,7,23.56,1.95,,
129689,P,2000-05-26,85938,5,62.35,0.72,,
129690,P,2002-03-16,43454,10,0.93,7.31,,
129691,P,2000-01-07,64111,2,94.61,8.37,,
129692,P,2001-06-14,55185,4,7.29,2.56,,
129693,P,2000-05-17,65585,4,53.61,8.85,,
129694,P,2002-09-16,77950,6,4.78,7.92,,
129695,P,2002-06-20,46302,5,87.16,6.55,,
129696,P,2001-03-05,7851,9,77.02,1.02,,
129697,P,2002-07-23,30475,9,53.53,5.59,,
129698,P,2002-06-09,21328,4,47.54,0.81,,
129699,P,2000-10-27,20687,5,46.88,4.20,,
129700,P,2002-05-22,15764,4,54.33,0.03,,
129701,P,2001-09-08,52679,2,82.23,6.61,,
129702,P,2002-06-24,56128,7,28.66,7.49,,
129703,P,2001-03-16,4379,5,29.34,9.50,,
129704,P,2001-08-31,13923,7,68.49,9.48,,
129705,P,2000-04-26,40061,9,54.23,9.67,,
129706,P,2001-09-22,64631,6,22.34,3.53,,
129707,P,2001-05-03,10443,1,61.74,4.45,,
129708,P,2000-02-29,38107,5,5.97,9.87,,
129709,P,2002-08-21,9277,9,98.68,1.83,,
129710,P,2001-08-03,37030,9,17.20,7.59,,
129711,P,2001-01-24,81036,1,14.45,8.00,,
129712,P,2001-07-30,94959,10,79.29,1.57,,
129713,P,2000-05-24,28242,5,39.81,9.73,,
129714,P,2000-01-01,64136,9,35.32,2.46,,
129715,P,2001-09-07,32781,5,57.76,0.15,,
129716,P,2000-01-10,69716,5,56.80,7.70,,
129717,P,2002-04-21,49494,1,52.42,6.74,,
129718,P,2002-03-17,63081,4,80.12,8.34,,
129719,P,2002-03-07,98425,8,51.79,9.69,,
129720,P,2001-01-25,79409,3,47.51,3.04,,
129721,P,2001-12-13,46436,7,66.40,4.53,,
129722,P,2001-04-25,10666,7,47.89,0.00,,
129723,P,2002-02-09,74412,2,87.99,2.15,,
129724,P,2000-05-19,39549,4,37.53,1.52,,
129725,P,2000-04-28,58117,5,7.83,6.05,,
129726,P,2000-03-06,38423,8,34.97,6.60,,
129727,P,2001-03-07,71134,7,95.54,6.51,,
129728,P,2000-07-04,12052,4,59.10,5.75,,
129729,P,2000-10-27,35067,2,43.71,4.44,,
129730,P,2001-02-14,21242,1,72.94,3.81,,
129731,P,2001-08-30,61594,2,33.67,4.73,,
129732,P,2002-09-04,91739,2,53.52,1.32,,
129733,P,2001-06-10,30349,7,37.58,7.87,,
129734,P,2001-10-12,709,6,58.58,9.61,,
129735,P,2000-06-24,9115,5,0.67,1.43,,
129736,P,2002-09-10,83816,6,81.99,2.31,,
129737,P,2000-09-23,80513,1,86.84,8.25,,
